Link,Price,Address,Bedrooms,Bathrooms,Size,Lot
https://www.realtor.com/realestateandhomes-detail/529-Venezia-Way_Cloverdale_CA_95425_M22361-52957,"$610,000 ","529 Venezia Way, Cloverdale, CA 95425",3bed,2.5bath,"1,508sqft","5,458sqft lot"
https://www.realtor.com/realestateandhomes-detail/529-Venezia-Way_Cloverdale_CA_95425_M22361-52957,"$610,000 ","529 Venezia Way, Cloverdale, CA 95425",3bed,2.5bath,"1,508sqft","5,458sqft lot"
https://www.realtor.com/realestateandhomes-detail/9834-Sepulveda-Blvd-Unit-118_North-Hills_CA_91343_M26572-50250,"$380,000 ","9834 Sepulveda Blvd Unit 118, North Hills, CA 91343",2bed,2bath,909sqft,0.57acre lot
https://www.realtor.com/realestateandhomes-detail/32007-Isthmus-View-Dr_Rancho-Palos-Verdes_CA_90275_M13504-33122,"$4,999,000 ","32007 Isthmus View Dr, Rancho Palos Verdes, CA 90275",4bed,4.5bath,"4,186sqft",0.32acre lot
https://www.realtor.com/realestateandhomes-detail/377-Skyline-Dr_Daly-City_CA_94015_M24755-84191,"$1,235,000 ","377 Skyline Dr, Daly City, CA 94015",3bed,1.5bath,"1,560sqft","3,128sqft lot"
https://www.realtor.com/realestateandhomes-detail/1614-Bel-Aire-Dr_Glendale_CA_91201_M20602-95096,"$1,749,000 ","1614 Bel Aire Dr, Glendale, CA 91201",4bed,3bath,"2,571sqft","8,540sqft lot"
https://www.realtor.com/realestateandhomes-detail/24134-Mentry-Dr_Newhall_CA_91321_M19941-06411,"$1,200,000 ","24134 Mentry Dr, Newhall, CA 91321",6bed,4bath,"3,681sqft","5,835sqft lot"
https://www.realtor.com/realestateandhomes-detail/127-N-Valencia-St_Alhambra_CA_91801_M27218-36958,"$1,190,000 ","127 N Valencia St, Alhambra, CA 91801",5bed,2bath,"2,154sqft","7,666sqft lot"
https://www.realtor.com/realestateandhomes-detail/5005-Vista-Pl_San-Diego_CA_92116_M17552-93839,"$1,085,000 ","5005 Vista Pl, San Diego, CA 92116",3bed,2bath,"1,210sqft",0.29acre lot
https://www.realtor.com/realestateandhomes-detail/8956-Eames-Ave_Northridge_CA_91324_M27234-49543,"$830,000 ","8956 Eames Ave, Northridge, CA 91324",3bed,2bath,"1,401sqft","6,199sqft lot"
https://www.realtor.com/realestateandhomes-detail/8956-Eames-Ave_Northridge_CA_91324_M27234-49543,"$830,000 ","8956 Eames Ave, Northridge, CA 91324",3bed,2bath,"1,401sqft","6,199sqft lot"
https://www.realtor.com/realestateandhomes-detail/152-Elise-Way_Oceanside_CA_92057_M16822-12208,"$659,900 ","152 Elise Way, Oceanside, CA 92057",4bed,2.5bath,"1,450sqft","6,199sqft lot"
https://www.realtor.com/realestateandhomes-detail/235-S-Reeves-Dr-Unit-301_Beverly-Hills_CA_90212_M27796-18765,"$1,850,000 ","235 S Reeves Dr Unit 301, Beverly Hills, CA 90212",2bed,3bath,"1,882sqft",0.41acre lot
https://www.realtor.com/realestateandhomes-detail/3017-Stevens-Ln_San-Jose_CA_95148_M27401-21849,"$1,275,000 ","3017 Stevens Ln, San Jose, CA 95148",4bed,2bath,"1,463sqft","5,984sqft lot"
https://www.realtor.com/realestateandhomes-detail/851-N-Coronado-St_Los-Angeles_CA_90026_M90008-95263,"$999,000 ","851 N Coronado St, Los Angeles, CA 90026",2bed,2.5bath,"1,392sqft","5,984sqft lot"
https://www.realtor.com/realestateandhomes-detail/7435-McLennan-Ave_Van-Nuys_CA_91406_M92396-66631,"$950,000 ","7435 McLennan Ave, Van Nuys, CA 91406",5bed,3bath,"2,373sqft","5,194sqft lot"
https://www.realtor.com/realestateandhomes-detail/Torenia-Trl_San-Diego_CA_92130_M22308-14478,"$1,500,000 ","6686 Torenia Trl, San Diego, CA 92130",4bed,3bath,"2,348sqft","5,194sqft lot"
https://www.realtor.com/realestateandhomes-detail/64-Meander_Irvine_CA_92620_M95906-25310,"$1,350,000 ","64 Meander, Irvine, CA 92620",3bed,3bath,"2,244sqft","3,200sqft lot"
https://www.realtor.com/realestateandhomes-detail/64-Meander_Irvine_CA_92620_M95906-25310,"$1,350,000 ","64 Meander, Irvine, CA 92620",3bed,3bath,"2,244sqft","3,200sqft lot"
https://www.realtor.com/realestateandhomes-detail/3017-Stevens-Ln_San-Jose_CA_95148_M27401-21849,"$1,275,000 ","3017 Stevens Ln, San Jose, CA 95148",4bed,2bath,"1,463sqft","5,984sqft lot"
https://www.realtor.com/realestateandhomes-detail/1436-20th-St-Unit-12_Santa-Monica_CA_90404_M29688-66593,"$1,199,000 ","1436 20th St Unit 12, Santa Monica, CA 90404",2bed,2.5bath,"1,504sqft",0.52acre lot
https://www.realtor.com/realestateandhomes-detail/Torenia-Trl_San-Diego_CA_92130_M22308-14478,"$1,500,000 ","6686 Torenia Trl, San Diego, CA 92130",4bed,3bath,"2,348sqft",0.52acre lot
https://www.realtor.com/realestateandhomes-detail/359-Scottsdale-Rd_Pleasant-Hill_CA_94523_M23682-04167,"$679,900 ","359 Scottsdale Rd, Pleasant Hill, CA 94523",3bed,2.5bath,"1,583sqft","1,601sqft lot"
https://www.realtor.com/realestateandhomes-detail/7435-McLennan-Ave_Van-Nuys_CA_91406_M92396-66631,"$950,000 ","7435 McLennan Ave, Van Nuys, CA 91406",5bed,3bath,"2,373sqft","5,194sqft lot"
https://www.realtor.com/realestateandhomes-detail/64-Meander_Irvine_CA_92620_M95906-25310,"$1,350,000 ","64 Meander, Irvine, CA 92620",3bed,3bath,"2,244sqft","3,200sqft lot"
https://www.realtor.com/realestateandhomes-detail/64-Meander_Irvine_CA_92620_M95906-25310,"$1,350,000 ","64 Meander, Irvine, CA 92620",3bed,3bath,"2,244sqft","3,200sqft lot"
https://www.realtor.com/realestateandhomes-detail/13624-Golden-Eagle-Ct_Corona_CA_92880_M25763-45154,"$839,000 ","13624 Golden Eagle Ct, Eastvale, CA 92880",5bed,3bath,"3,597sqft","6,534sqft lot"
https://www.realtor.com/realestateandhomes-detail/1500-Park-Ave-Apt-228_Emeryville_CA_94608_M28500-05020,"$550,000 ","1500 Park Ave Apt 228, Emeryville, CA 94608",Studio,1bath,972sqft,None
https://www.realtor.com/realestateandhomes-detail/2400-Via-Mariposa-W-Unit-2G_Laguna-Woods_CA_92637_M25030-04588,"$299,000 ","2400 Via Mariposa W Unit 2G, Laguna Woods, CA 92637",2bed,2bath,"1,199sqft","1,200sqft lot"
https://www.realtor.com/realestateandhomes-detail/4117-Adishian-Way_Corona_CA_92883_M93998-99141,"$825,000 ","4117 Adishian Way, Corona, CA 92883",4bed,5bath,"3,044sqft",None
https://www.realtor.com/realestateandhomes-detail/18124-Galatina-St_La-Puente_CA_91748_M26173-42552,"$859,888 ","18124 Galatina St, Rowland Heights, CA 91748",5bed,3bath,"2,380sqft","8,987sqft lot"
https://www.realtor.com/realestateandhomes-detail/3702-Centralia-St_Lakewood_CA_90712_M27201-46692,"$714,900 ","3702 Centralia St, Lakewood, CA 90712",3bed,1bath,"1,210sqft","5,170sqft lot"
https://www.realtor.com/realestateandhomes-detail/44732-Liberty-Ave_La-Quinta_CA_92253_M12584-95108,"$675,000 ","44732 Liberty Ave, La Quinta, CA 92253",4bed,2bath,"2,212sqft","7,405sqft lot"
https://www.realtor.com/realestateandhomes-detail/2359-Elizondo-Ave_Simi-Valley_CA_93065_M29171-27861,"$669,950 ","2359 Elizondo Ave, Simi Valley, CA 93065",4bed,2bath,"1,338sqft","7,085sqft lot"
https://www.realtor.com/realestateandhomes-detail/1884-Belhaven-Ave_Simi-Valley_CA_93063_M13119-23282,"$825,000 ","1884 Belhaven Ave, Simi Valley, CA 93063",5bed,2bath,"1,943sqft","6,652sqft lot"
https://www.realtor.com/realestateandhomes-detail/50-La-Sordina_Rancho-Santa-Margarita_CA_92688_M11426-32451,"$981,900 ","50 LA Sordina, Rancho Santa Margarita, CA 92688",3bed,2.5bath,"1,427sqft","4,320sqft lot"
https://www.realtor.com/realestateandhomes-detail/2650-Bullion-Mountain-Rd_Twentynine-Palms_CA_92277_M16029-89155,"$3,999,000 ","2650 Bullion Mountain Rd, Twentynine Palms, CA 92277",3bed,3bath,"2,200sqft",101.55acre lot
https://www.realtor.com/realestateandhomes-detail/9555-Stearns-Ave_Oakland_CA_94605_M15388-15612,"$799,000 ","9555 Stearns Ave, Oakland, CA 94605",4bed,2.5bath,"3,252sqft","5,189sqft lot"
https://www.realtor.com/realestateandhomes-detail/240-Bainbridge-Ct_Buellton_CA_93427_M94119-11627,"$675,000 ","240 Bainbridge Ct, Buellton, CA 93427",3bed,3.5bath,"1,860sqft",745sqft lot
https://www.realtor.com/realestateandhomes-detail/2082-Pascal-St_Santa-Rosa_CA_95403_M12933-80738,"$645,000 ","2082 Pascal St, Santa Rosa, CA 95403",3bed,2.5bath,"1,300sqft","3,559sqft lot"
https://www.realtor.com/realestateandhomes-detail/5924-Via-Zurita_La-Jolla_CA_92037_M26337-96123,"$4,950,000 ","5924 Via Zurita, La Jolla, CA 92037",4bed,4.5bath,"5,554sqft",0.46acre lot
https://www.realtor.com/realestateandhomes-detail/1401-El-Norte-Pkwy-Spc-123_San-Marcos_CA_92069_M10348-80042,"$499,999 ","1401 El Norte Pkwy Spc 123, San Marcos, CA 92069",3bed,2bath,"1,566sqft","1,999sqft lot"
https://www.realtor.com/realestateandhomes-detail/Plan-1_Meadow-Creek_2017-Flapjack-Way_Santa-Rosa_CA_95407_P417000626918,"From$669,990","Meadow Creek 2017 Flapjack Way, Santa Rosa, CA 95407",3bed,2bath,"1,709sqft",None
https://www.realtor.com/realestateandhomes-detail/422-Verandah-Ave-61_Novato_CA_94945_M95217-72553,"$865,643 ","422 Verandah Ave Unit 61, Novato, CA 94945",3bed,2.5bath,"1,770sqft",640sqft lot
https://www.realtor.com/realestateandhomes-detail/418-Verandah-Ave-62_Novato_CA_94945_M95003-43218,"$884,703 ","418 Verandah Ave Unit 62, Novato, CA 94945",3bed,3bath,"1,600sqft",640sqft lot
https://www.realtor.com/realestateandhomes-detail/939-S-Broadway-Apt-312_Los-Angeles_CA_90015_M90616-91078,"$509,000 ","939 S Broadway Apt 312, Los Angeles, CA 90015",1bed,1bath,623sqft,None
https://www.realtor.com/realestateandhomes-detail/3434-Santos-Ct_Cameron-Park_CA_95682_M17440-91831,"$865,000 ","3434 Santos Cir, Cameron Park, CA 95682",4bed,2.5bath,"3,010sqft",0.33acre lot
https://www.realtor.com/realestateandhomes-detail/1305-N-Gurr-Rd_Atwater_CA_95301_M96282-11413,"$1,000,000 ","1305 N Gurr Rd, Atwater, CA 95301",3bed,1bath,"1,844sqft",24.7acre lot
https://www.realtor.com/realestateandhomes-detail/48-Flor-de-Mar-114_Rancho-Santa-Margarita_CA_92688_M27655-05887,"$290,000 ","48 Flor De Mar Unit 114, Rancho Santa Margarita, CA 92688",1bed,1bath,418sqft,None
https://www.realtor.com/realestateandhomes-detail/20735-Rosedale-Dr_Riverside_CA_92508_M28444-76209,"$700,000 ","20735 Rosedale Dr, Riverside, CA 92508",4bed,3bath,"2,405sqft","6,970sqft lot"
https://www.realtor.com/realestateandhomes-detail/1033-Crestview-Dr-Apt-208_Mountain-View_CA_94040_M16444-85103,"$679,888 ","1033 Crestview Dr Apt 208, Mountain View, CA 94040",1bed,1bath,855sqft,855sqft lot
https://www.realtor.com/realestateandhomes-detail/13530-Columbet-Ave_San-Martin_CA_95046_M29755-06932,"$1,100,000 ","13530 Columbet Ave, San Martin, CA 95046",4bed,2bath,"1,684sqft",0.92acre lot
https://www.realtor.com/realestateandhomes-detail/14522-Poway-Mesa-Ct_Poway_CA_92064_M22292-30754,"$860,000 ","14522 Poway Mesa Ct, Poway, CA 92064",5bed,3bath,"2,126sqft",0.3acre lot
https://www.realtor.com/realestateandhomes-detail/164-Galewood-Cir_San-Francisco_CA_94131_M18017-50346,"$1,295,000 ","164 Galewood Cir, San Francisco, CA 94131",2bed,2bath,"1,465sqft",995sqft lot
https://www.realtor.com/realestateandhomes-detail/11127-Sunshine-Ter_Studio-City_CA_91604_M13007-07242,"$1,399,000 ","11127 S Sunshine Ter, Studio City, CA 91604",3bed,2bath,"1,200sqft","2,884sqft lot"
https://www.realtor.com/realestateandhomes-detail/29957-Urtica-Ct_Menifee_CA_92584_M97711-41601,"$963,478 ","29957 Urtica Ct, Menifee, CA 92584",4bed,3bath,"2,985sqft","7,434sqft lot"
https://www.realtor.com/realestateandhomes-detail/4750-E-Malta-St_Long-Beach_CA_90815_M28953-11143,"$1,495,000 ","4750 E Malta St, Long Beach, CA 90815",6bed,4bath,"2,536sqft","9,418sqft lot"
https://www.realtor.com/realestateandhomes-detail/6236-Omaha-Ct_San-Jose_CA_95123_M12971-79481,"$1,249,500 ","6236 Omaha Ct, San Jose, CA 95123",4bed,2bath,"1,495sqft","7,167sqft lot"
https://www.realtor.com/realestateandhomes-detail/2501-Navarra-Dr-Unit-124_Carlsbad_CA_92009_M22983-93195,"$639,000 ","2501 Navarra Dr Unit 124, Carlsbad, CA 92009",2bed,2.5bath,"1,524sqft",2.04acre lot
https://www.realtor.com/realestateandhomes-detail/1944-Little-St_La-Jolla_CA_92037_M18030-37840,"$5,945,000 ","1944 Little St, La Jolla, CA 92037",5bed,5.5+bath,"6,367sqft",0.36acre lot
https://www.realtor.com/realestateandhomes-detail/5439-Fiesta-Rd_Fremont_CA_94538_M10231-24425,"$1,500,000 ","5439 Fiesta Rd, Fremont, CA 94538",5bed,4bath,"3,464sqft","7,370sqft lot"
https://www.realtor.com/realestateandhomes-detail/8542-Hollywood-Blvd_Los-Angeles_CA_90069_M11121-58784,"$33,333,333 ","8542 Hollywood Blvd, Los Angeles, CA 90069",5bed,8bath,None,None
https://www.realtor.com/realestateandhomes-detail/37914-Palo-Verde-Dr_Cathedral-City_CA_92234_M18399-41761,"$659,000 ","37914 Palo Verde Dr, Cathedral City, CA 92234",3bed,2bath,"1,551sqft",0.28acre lot
https://www.realtor.com/realestateandhomes-detail/32075-Hilltop-Dr_Running-Springs_CA_92382_M90348-59498,"$1,150,000 ","32075 Hilltop Dr, Running Springs, CA 92382",None,None,None,None
https://www.realtor.com/realestateandhomes-detail/2409-Nido-Aguila_Alpine_CA_91901_M18427-68379,"$1,199,000 ","2409 Nido Aguila, Alpine, CA 91901",4bed,2.5+bath,"3,230sqft",2.5acre lot
https://www.realtor.com/realestateandhomes-detail/764-Eureka-Dr_Big-Bear-Lake_CA_92315_M28098-46149,"$619,000 ","764 Eureka Dr, Big Bear Lake, CA 92315",2bed,1bath,"1,036sqft",0.33acre lot
https://www.realtor.com/realestateandhomes-detail/3425-Rancho-Vista-Ct_Gilroy_CA_95020_M28379-95604,"$1,499,950 ","3425 Rancho Vista Ct, Gilroy, CA 95020",3bed,2bath,"2,112sqft",1.27acre lot
https://www.realtor.com/realestateandhomes-detail/3796-Alabama-St-Unit-3_San-Diego_CA_92104_M29852-19005,"$215,000 ","3796 Alabama St Unit 3, San Diego, CA 92104",1bed,1bath,378sqft,1.52acre lot
https://www.realtor.com/realestateandhomes-detail/10869-Farralone-Ave_Chatsworth_CA_91311_M21483-24253,"$3,990,000 ","10869 Farralone Ave, Chatsworth, CA 91311",3bed,2bath,"2,300sqft",7.85acre lot
https://www.realtor.com/realestateandhomes-detail/1896-Munson-St_Camarillo_CA_93010_M10101-29158,"$739,950 ","1896 Munson St, Camarillo, CA 93010",3bed,2bath,"1,391sqft","6,600sqft lot"
https://www.realtor.com/realestateandhomes-detail/15353-Maturin-Dr-Unit-114_San-Diego_CA_92127_M20059-44231,"$425,000 ","15353 Maturin Dr Unit 114, San Diego, CA 92127",1bed,1bath,769sqft,1.5acre lot
https://www.realtor.com/realestateandhomes-detail/17043-Coyote-Bush-Dr_San-Diego_CA_92127_M16672-03601,"$2,599,000 ","17043 Coyote Bush Dr, San Diego, CA 92127",5bed,5.5bath,"4,252sqft",0.47acre lot
https://www.realtor.com/realestateandhomes-detail/27986-Golden-Ridge-Ln_San-Juan-Capistrano_CA_92675_M16932-52006,"$2,795,000 ","27986 Golden Ridge Ln, San Juan Capistrano, CA 92675",6bed,4.5bath,"4,488sqft",1.2acre lot
https://www.realtor.com/realestateandhomes-detail/2039-Cinderella-Ln_San-Jose_CA_95116_M23670-57574,"$945,000 ","2039 Cinderella Ln, San Jose, CA 95116",5bed,3bath,"1,664sqft","6,000sqft lot"
https://www.realtor.com/realestateandhomes-detail/Pleasanton_CA_94588_M23379-67302,"$1,299,000 ",,2bed,2bath,"1,459sqft","4,500sqft lot"
https://www.realtor.com/realestateandhomes-detail/Residence-Three_Veranda-at-River-Islands_2939-Wylin-Boulevard_Lathrop_CA_95330_P417000621819,"From$822,990","Veranda at River Islands 2939 Wylin Boulevard, Lathrop, CA 95330",5bed,4.5bath,"3,572sqft",None
https://www.realtor.com/realestateandhomes-detail/88-Westpark-Dr_Daly-City_CA_94015_M11434-27172,"$1,749,000 ","88 Westpark Dr, Daly City, CA 94015",5bed,3bath,"2,640sqft","3,420sqft lot"
https://www.realtor.com/realestateandhomes-detail/120-Florence-Ave_Mill-Valley_CA_94941_M19939-98312,"$1,595,000 ","120 Florence Ave, Mill Valley, CA 94941",3bed,2bath,"1,592sqft",0.26acre lot
https://www.realtor.com/realestateandhomes-detail/Residence-One_Veranda-at-River-Islands_2939-Wylin-Boulevard_Lathrop_CA_95330_P417000621817,"From$795,990","Veranda at River Islands 2939 Wylin Boulevard, Lathrop, CA 95330",5bed,4.5bath,"2,975sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-Two_Veranda-at-River-Islands_2939-Wylin-Boulevard_Lathrop_CA_95330_P417000621818,"From$807,990","Veranda at River Islands 2939 Wylin Boulevard, Lathrop, CA 95330",4bed,3.5bath,"3,212sqft",None
https://www.realtor.com/realestateandhomes-detail/1514-Pilgrim-Way_Monrovia_CA_91016_M18509-97487,"$899,000 ","1514 Pilgrim Way, Monrovia, CA 91016",3bed,2bath,"1,600sqft","5,805sqft lot"
https://www.realtor.com/realestateandhomes-detail/20301-Bluffside-Cir-Apt-304_Huntington-Beach_CA_92646_M25757-76015,"$603,900 ","20301 Bluffside Cir Apt 304, Huntington Beach, CA 92646",2bed,2bath,"1,101sqft",None
https://www.realtor.com/realestateandhomes-detail/2927-Venezia-Ln_Thousand-Oaks_CA_91362_M25586-79261,"$1,150,000 ","2927 Venezia Ln, Thousand Oaks, CA 91362",5bed,3bath,"2,734sqft",None
https://www.realtor.com/realestateandhomes-detail/10734-Pico-Vista-Rd_Downey_CA_90241_M28957-40665,"$875,000 ","10734 Pico Vista Rd, Downey, CA 90241",3bed,2bath,"1,528sqft","6,237sqft lot"
https://www.realtor.com/realestateandhomes-detail/1201-San-Jose-Ave_Brentwood_CA_94513_M16548-82240,"$825,000 ","1201 San Jose Ave, Brentwood, CA 94513",4bed,2.5bath,"2,122sqft","5,900sqft lot"
https://www.realtor.com/realestateandhomes-detail/1244-Benedict-Canyon-Dr_Beverly-Hills_CA_90210_M12890-06959,"$2,999,000 ","1244 Benedict Canyon Dr, Beverly Hills, CA 90210",3bed,2.5+bath,"3,281sqft",0.35acre lot
https://www.realtor.com/realestateandhomes-detail/Residence-2239_Mountainview_Lytle-Creek-Road-and-Summit-Avenue_Fontana_CA_92336_P417000617901,"From$686,418","Mountainview Lytle Creek Road and Summit Avenue, Fontana, CA 92336",4bed,3bath,"2,239sqft",None
https://www.realtor.com/realestateandhomes-detail/36-Torosa_Lake-Forest_CA_92630_M14994-53542,"$1,359,900 ","36 Torosa, Lake Forest, CA 92630",4bed,3bath,"2,507sqft","3,949sqft lot"
https://www.realtor.com/realestateandhomes-detail/9857-Red-River-Cir_Fountain-Valley_CA_92708_M25827-73575,"$1,474,900 ","9857 Red River Cir, Fountain Valley, CA 92708",4bed,3bath,"2,931sqft","7,112sqft lot"
https://www.realtor.com/realestateandhomes-detail/2800-Colt-Rd_Rancho-Palos-Verdes_CA_90275_M20643-92669,"$3,777,000 ","2800 Colt Rd, Rancho Palos Verdes, CA 90275",5bed,4bath,"3,740sqft",0.63acre lot
https://www.realtor.com/realestateandhomes-detail/25192-Via-Terracina_Laguna-Niguel_CA_92677_M11123-87026,"$645,000 ","25192 Via Terracina, Laguna Niguel, CA 92677",2bed,2.5bath,"1,383sqft",None
https://www.realtor.com/realestateandhomes-detail/1070-Buckingham-Ln_Newport-Beach_CA_92660_M20500-98291,"$872,000 ","1070 Buckingham Ln, Newport Beach, CA 92660",2bed,2.5bath,"1,368sqft",None
https://www.realtor.com/realestateandhomes-detail/13441-Esplanade-Ave_Santa-Ana_CA_92705_M15062-18582,"$1,259,000 ","13441 Esplanade Ave, North Tustin, CA 92705",4bed,2.5bath,"2,306sqft",0.27acre lot
https://www.realtor.com/realestateandhomes-detail/9024-Charloma-Dr_Downey_CA_90240_M26677-73522,"$2,450,000 ","9024 Charloma Dr, Downey, CA 90240",5bed,5bath,"5,697sqft",0.23acre lot
https://www.realtor.com/realestateandhomes-detail/1-Vintage-Way_Coto-de-Caza_CA_92679_M22990-06019,"$2,395,000 ","1 Vintage Way, Coto de Caza, CA 92679",3bed,2.5bath,"2,664sqft",2acre lot
https://www.realtor.com/realestateandhomes-detail/951-Cornerstone-Way_Corona_CA_92880_M22475-47194,"$678,888 ","951 Cornerstone Way, Corona, CA 92878",4bed,2bath,"2,198sqft","7,841sqft lot"
https://www.realtor.com/realestateandhomes-detail/15661-Sunflower-Ln_Huntington-Beach_CA_92647_M14107-59684,"$1,239,000 ","15661 Sunflower Ln, Huntington Beach, CA 92647",5bed,3bath,"2,570sqft","6,214sqft lot"
https://www.realtor.com/realestateandhomes-detail/625-Rockwood-Rd_Pasadena_CA_91105_M16838-97704,"$2,799,000 ","625 Rockwood Rd, Pasadena, CA 91105",4bed,4bath,"2,963sqft",0.65acre lot
https://www.realtor.com/realestateandhomes-detail/25189-Poderio-Dr_Ramona_CA_92065_M20458-56424,"$699,000 ","25189 Poderio Dr, Ramona, CA 92065",4bed,2bath,"2,237sqft",0.48acre lot
https://www.realtor.com/realestateandhomes-detail/643-Vela-Way_Lompoc_CA_93436_M14413-05743,"$499,999 ","643 Vela Way, Lompoc, CA 93436",3bed,2bath,"1,269sqft",0.23acre lot
https://www.realtor.com/realestateandhomes-detail/209-E-Deodar-St_Ontario_CA_91764_M26932-30196,"$600,000 ","209 E Deodar St, Ontario, CA 91764",4bed,2.5bath,"2,191sqft",0.33acre lot
https://www.realtor.com/realestateandhomes-detail/1131-N-Kenwood-St_Burbank_CA_91505_M29766-68474,"$1,099,900 ","1131 N Kenwood St, Burbank, CA 91505",3bed,2bath,"1,053sqft","6,750sqft lot"
https://www.realtor.com/realestateandhomes-detail/12212-Corvette-St_Garden-Grove_CA_92841_M21948-09221,"$685,000 ","12212 Corvette St, Garden Grove, CA 92841",3bed,1.5bath,"1,257sqft","7,200sqft lot"
https://www.realtor.com/realestateandhomes-detail/1221-N-Lynwood-Dr_Anaheim_CA_92807_M14248-03870,"$958,900 ","1221 N Lynwood Dr, Anaheim, CA 92807",3bed,2.5bath,"1,846sqft","5,500sqft lot"
https://www.realtor.com/realestateandhomes-detail/1398-Calle-Tempra_Chula-Vista_CA_91911_M27959-74325,"$448,900 ","1398 Calle Tempra, Chula Vista, CA 91911",2bed,2.5bath,"1,313sqft",None
https://www.realtor.com/realestateandhomes-detail/4400-Birchwood-Ave_Seal-Beach_CA_90740_M13504-03378,"$1,349,000 ","4400 Birchwood Ave, Seal Beach, CA 90740",4bed,2.5bath,"1,914sqft","5,200sqft lot"
https://www.realtor.com/realestateandhomes-detail/451-N-17th-St_San-Jose_CA_95112_M24959-34575,"$1,068,000 ","451 N 17th St, San Jose, CA 95112",3bed,2bath,"1,381sqft","5,830sqft lot"
https://www.realtor.com/realestateandhomes-detail/15609-Sandel-Ave_Gardena_CA_90248_M13886-05525,"$640,000 ","15609 Sandel Ave, Gardena, CA 90248",3bed,2bath,"1,241sqft","5,036sqft lot"
https://www.realtor.com/realestateandhomes-detail/646-W-24th-St_San-Pedro_CA_90731_M12889-43096,"$850,000 ","646 W 24th St, San Pedro, CA 90731",3bed,1.5bath,"1,600sqft","5,001sqft lot"
https://www.realtor.com/realestateandhomes-detail/18749-White-Oak-Dr_Sonoma_CA_95476_M22616-05596,"$1,975,000 ","18749 White Oak Dr, Sonoma, CA 95476",4bed,3.5bath,"2,734sqft",1.9acre lot
https://www.realtor.com/realestateandhomes-detail/5755-Alondra-Dr_Goleta_CA_93117_M20301-33528,"$965,000 ","5755 Alondra Dr, Goleta, CA 93117",3bed,1.5bath,"1,242sqft","7,405sqft lot"
https://www.realtor.com/realestateandhomes-detail/7500-Langley-Canyon-Rd_Salinas_CA_93907_M14771-57108,"$1,250,000 ","7500 Langley Canyon Rd, Salinas, CA 93907",3bed,2bath,"1,826sqft",3.06acre lot
https://www.realtor.com/realestateandhomes-detail/6950-Avenida-Rotella_San-Jose_CA_95139_M21791-07756,"$950,000 ","6950 Avenida Rotella, San Jose, CA 95139",3bed,2bath,"1,308sqft","6,114sqft lot"
https://www.realtor.com/realestateandhomes-detail/3482-Rich-Field-Dr_Carlsbad_CA_92010_M15691-74454,"$1,290,000 ","3482 Rich Field Dr, Carlsbad, CA 92010",4bed,3bath,"2,476sqft",None
https://www.realtor.com/realestateandhomes-detail/4905-Chardonnay-Ct_Oakley_CA_94561_M19234-57887,"$625,000 ","4905 Chardonnay Ct, Oakley, CA 94561",5bed,2.5bath,"1,872sqft","6,320sqft lot"
https://www.realtor.com/realestateandhomes-detail/388-Columbia-Cir_Benicia_CA_94510_M22266-06578,"$599,000 ","388 Columbia Cir, Benicia, CA 94510",2bed,2.5bath,"1,494sqft",None
https://www.realtor.com/realestateandhomes-detail/663-Brightwood-Ave_Chula-Vista_CA_91910_M27532-78928,"$725,000 ","663 Brightwood Ave, Chula Vista, CA 91910",3bed,2bath,"1,390sqft",None
https://www.realtor.com/realestateandhomes-detail/709-Holbrook-Ave_Simi-Valley_CA_93065_M29962-80723,"$729,900 ","709 Holbrook Ave, Simi Valley, CA 93065",3bed,2bath,"1,348sqft","8,263sqft lot"
https://www.realtor.com/realestateandhomes-detail/351-Woodland-Hills-Dr_Escondido_CA_92029_M19462-55932,"$1,230,000 ","351 Woodland Hills Dr, Escondido, CA 92029",4bed,2.5bath,"3,360sqft",1.23acre lot
https://www.realtor.com/realestateandhomes-detail/2420-Vista-del-Sol_La-Verne_CA_91750_M15275-69521,"$2,180,000 ","2420 Vista Del Sol, La Verne, CA 91750",5bed,5.5bath,"5,823sqft",0.23acre lot
https://www.realtor.com/realestateandhomes-detail/1087-Connecticut-St_Imperial-Beach_CA_91932_M11452-30764,"$749,000 ","1087 Connecticut St, Imperial Beach, CA 91932",3bed,2bath,713sqft,"3,800sqft lot"
https://www.realtor.com/realestateandhomes-detail/528-Green-River-Rd_Walnut_CA_91789_M22682-67395,"$998,888 ","528 Green River Rd, Walnut, CA 91789",4bed,2.5bath,"2,403sqft","8,497sqft lot"
https://www.realtor.com/realestateandhomes-detail/1007-Rose-Glen-Ave_Rosemead_CA_91770_M11571-14564,"$638,000 ","1007 Rose Glen Ave, Rosemead, CA 91770",3bed,2bath,"1,369sqft","5,853sqft lot"
https://www.realtor.com/realestateandhomes-detail/1273-E-Appleton-St-Apt-5_Long-Beach_CA_90802_M12035-49397,"$449,000 ","1273 E Appleton St Apt 5, Long Beach, CA 90802",1bed,1bath,831sqft,"7,466sqft lot"
https://www.realtor.com/realestateandhomes-detail/315-Rancho-Dr-Unit-C_Chula-Vista_CA_91911_M10338-05596,"$511,000 ","315 Rancho Dr Unit C, Chula Vista, CA 91911",4bed,2bath,"1,613sqft",None
