https://www.realtor.com/realestateandhomes-detail/4667-Country-Hills-Dr_Antioch_CA_94531_M23182-16017,599888,"4667 Country Hills Dr, Antioch, CA 94531",CA 94531,4,2.5,"1,838",9572,Bedrooms: 4,Total Rooms: 9,Total Bathrooms: 2 / 1,Full Bathrooms: 2,1/2 Bathrooms: 1,Dryer,Garage Door Opener,Washer,Tankless Water Heater,Carbon Mon Detector,Smoke Detector,Solar,"Laundry Facilities: Dryer, In Garage, Washer",Breakfast Nook,Counter - Stone,Dishwasher,Eat In Kitchen,Electric Range/Cooktop,Garbage Disposal,Microwave,Range/Oven Free Standing,"Cooling Features: Ceiling Fan(s), Central 1 Zone A/C, Whole House Fan",Fireplace Features: Fireplaces: Family Room,Heating Features: Forced Air 1 Zone,Number of Fireplaces: 1,"Flooring: Laminate, Tile, Carpet",Lot Description: Premium Lot,Lot Size Acres: 0.2197429,Lot Size Square Feet: 9572,Garage Spaces: 3,"Parking Features: Attached Garage, Side Yard Access","Yard: Back Yard, Fenced, Front Yard, Garden/Play, Patio, Side Yard, Sprinklers Automatic, Sprinklers Back, Sprinklers Front, Back Yard Fence, Garden, Landscape Back, Landscape Front, Landscape Misc, Low Maintenance",Association: No,Calculated Total Monthly Association Fees: 0,School District: Antioch (925) 779-7500,Source Listing Status: New,County: Contra Costa,Cross Street: Hillcrest,Directions: Hillcrest to Country Hills,Source Property Type: Detached,Area: Antioch,Source Neighborhood: COUNTRY HILLS,Subdivision: COUNTRY HILLS,Source System Name: C2C,Coming Soon Date: 2021-08-23,Total Square Feet Living: 1838,Year Built: 1989,"Building Exterior Type: Stucco, Wood Siding",Property Age: 32,Roof: Composition Shingles,Levels or Stories: 2,Structure Type: RESIDENTIAL,House Style: Contemporary,"Sewer: Sewer System - Public, Water - Public",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/26358-Bramble-Wood-Cir_Menifee_CA_92584_M12603-19886,639900,"26358 Bramble Wood Cir, Menifee, CA 92584",CA 92584,4,2,"2,008",6534,Bedrooms: 4,Bedrooms On Main Level: 4,Total Bathrooms: 2,Full Bathrooms: 2,Bathrooms On Main Level: 2,Recessed Lighting,"Kitchen Appliances: Dishwasher, Gas & Electric Range, High Efficiency Water Heater, Refrigerator",Appliances YN: Y,Laundry Features: Individual Room,"All Bedrooms Down, Entry, Kitchen, Laundry, Main Floor Bedroom, Main Floor Master Bedroom, Master Bathroom, Master Bedroom, Walk-In Closet","Cooling Features: Central Air, ENERGY STAR Qualified Equipment",Fireplace Features: Fireplace: Y,"Pool Features: Private, Heated, In Ground",Pool Private: Yes,"Lot Description: 0-1 Unit/Acre, Cul-De-Sac, Front Yard, Landscaped, Sprinkler System, Sprinklers Timer",Lot Size Acres: 0.15,Lot Size Source: Assessor,Lot Size Square Feet: 6534,Garage Spaces: 2,Garage Description: Attached,Parking Total: 2,View: View: Y,Association: Yes,Association Fee: 35,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 35,Elementary School: Evans Ranch,High School: Paloma,Middle School: Menifee Valley,School District: Menifee Union,"Community Features: Curbs, Park, Sidewalks, Storm Drains, Street Lights",Source Listing Status: Active,County: Riverside,Directions: Nearest cross streets are Newport and Evans,Source Property Type: Single Family Residence,"Inclusions: Oven, dishwasher, fridge.",Area: SRCAR - Southwest Riverside County,Source Neighborhood: SRCAR - Southwest Riverside County,Parcel Number: 360621014,Source System Name: C2C,Total Square Feet Living: 2008.00,Year Built: 2018,Common Walls: No Common Walls,Living Area Source: Assessor,Property Age: 3,Levels or Stories: One,Building Total Stories: 1,Year Built Source: Assessor,Architectural Style: Single Family Residence,Sewer: Public Sewer,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/2664-Southern-Pl_Woodland_CA_95776_M99720-09932,738000,"2664 Southern Pl, Woodland, CA 95776",CA 95776,5,3,"2,874",6007,Bedrooms: 5,"Equipment: Gas Cook Top, Dishwasher, Disposal","Laundry Facilities: Cabinets, Sink, Upper Floor, Hookups Only, Inside Room","Loft, Master Bathroom, Master Bedroom, Kitchen, Living Room",Living Room Features: Great Room,Cooling Features: Central,Heating Features: Central,Full Bathrooms: 3,"Master Bathroom Features: Shower Stall(s), Double Sinks, Tile, Tub, Walk-In Closet, Window","Bathroom 1 Features: Shower Stall(s), Double Sinks, Tile, Tub w/Shower Over","Dining Room Description: Breakfast Nook, Dining Bar, Space in Kitchen","Kitchen Features: Breakfast Area, Pantry Closet, Granite Counter, Island w/Sink","Flooring: Carpet, Tile",Window Features: Dual Pane Full,"Fencing: Back Yard, Fenced, Wood","Lot Description: Curb(s)/Gutter(s), Shape Regular, Street Lights",Lot Size Acres: 0.1379,Lot Size Units: Acres,Lot Size Square Feet: 6007,Driveway: Sidewalk/Curb/Gutter,Garage Spaces: 3,"Garage Description: Attached, Tandem Garage, Garage Door Opener",Association: No,Calculated Total Monthly Association Fees: 0,School District: Yolo,Source Listing Status: Active,County: Yolo,Cross Street: Promenade,"Directions: From Road 102, to county road 25A, Right to Promenade, left to southern place, property is on the left.",Source Property Type: Single Family Residence,Area: Springlake,Source Neighborhood: 11419,Parcel Number: 042-695-005-000,Zoning: R1,Property Subtype: Detached,Source System Name: C2C,Electric: 220 Volts in Laundry,Sewer: In & Connected,All Public,Solar,Natural Gas Connected,"Water Source: Meter on Site, Public",Year Built: 2019,Builder Name: Lennar Homes,Construction Materials: Stucco,Direction Faces: North,Foundation Details: Slab,Living Area Source: Assessor Auto-Fill,Property Age: 2,Roof: Roof Description:Tile,Levels or Stories: 2,House Style: A-Frame,"Security Features: Carbon Mon Detector, Smoke Detector, Fire Suppression System",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/1295-S-Cawston-Ave-Spc-114_Hemet_CA_92545_M91354-41273,83000,"1295 S Cawston Ave Spc 114, Hemet, CA 92545",CA 92545,1,1,"2,874",6007,Bedrooms: 1,Total Bathrooms: 1,Full Bathrooms: 1,Laundry Features: In Carport,Exercise Room: Yes,Pool Features: Community,Lot Description: Close to Clubhouse,Lot Size Acres: 0.05,Lot Size Source: Assessor,Lot Size Square Feet: 2178,Association: Yes,"Association Amenities: Pool, Spa/Hot Tub, Barbecue, Outdoor Cooking Area, Picnic Area, Gym/Ex Room, Clubhouse, Billiard Room, Banquet Facilities, Recreation Room, Cable TV, Electricity, Maintenance Grounds, Trash, Sewer, Water, Management, Controlled Access",Association Fee: 200,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 200,Senior Community: Yes,School District: Hemet Unified,Community Features: Park,"Rent Includes: Electricity, Sewer, Trash Collection, Water",Source Listing Status: Active,County: Riverside,Area: SRCAR - Southwest Riverside County,Source Neighborhood: SRCAR - Southwest Riverside County,Parcel Number: 460044025,Park Name: Mountain Shadows,Postal Code Plus 4: 9159,Source System Name: C2C,Year Built: 1992,Living Area Source: Public Records,Property Age: 29,Year Built Source: Public Records,Sewer: Public Sewer,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/172-W-3rd-St_Santa-Rosa_CA_95401_M29601-29426,805000,"172 W 3rd St, Santa Rosa, CA 95401",CA 95401,3,2,"1,699",6251,Bedrooms: 3,Total Bathrooms: 2.00,Full Bathrooms: 2,Laundry Features: Inside Room,Heating Features: Central,Spa: No,"Lot Description: Corner, City",Lot Dimensions Source: Acres,Lot Size Acres: 0.1435032,Lot Size Square Feet: 6251,Garage Spaces: 2,Association: No,Calculated Total Monthly Association Fees: 0,Source Listing Status: Active,County: Sonoma,Cross Street: Decoe St,"Directions: Hwy 101, W 3rd to Decoe St","Disclaimer: Information has not been verified, is not guaranteed, and is subject to change. Copyright Â© 2021 Bay Area Real Estate Information Services, Inc. All rights reserved. Copyright 2021 Rapattoni Corporation. All rights reserved.",Source Property Type: 2 Houses on Lot,Area: Santa Rosa-Northwest,Source Neighborhood: Santa Rosa-Northwest,Parcel Number: 125-062-042-000,Postal Code Plus 4: 6130,Property Subtype: Residential,Source System Name: C2C,Total Square Feet Living: 1699,Year Built: 2005,Living Area Source: Assessor Auto-Fill,Property Age: 16,"Property Condition: Frame, Wood, Wood Siding",Levels or Stories: 2,Structure Type: Detached,House Style: Contemporary,Year Built Source: Assessor Auto-Fill,Sewer: Public Sewer,All Public,PG&E,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/34878-Heartland-Ln_Murrieta_CA_92563_M26347-21104,850000,"34878 Heartland Ln, Murrieta, CA 92563",CA 92563,5,4,"3,571",8276,Bedrooms: 5,Bedrooms On Main Level: 1,Total Bathrooms: 4,Full Bathrooms: 4,Bathrooms On Main Level: 2,"Bathroom 1 Features: Bathtub, Shower, Double sinks in bath(s), Double Sinks In Master Bath, Exhaust fan(s), Granite Counters, Privacy toilet door, Separate tub and shower, Soaking Tub",In-Law Floorplan,Brick Walls,Granite Counters,Open Floorplan,Pantry,Flooring: Vinyl,"Window Features: Double Pane Windows, Screens, Shutters","Kitchen Appliances: Dishwasher, Free-Standing Range, Gas Range, Microwave, Range Hood, Tankless Water Heater, Water Purifier, Water Softener",Appliances YN: Y,Laundry Features: Upper Level,"Family Room, Guest/Maid's Quarters, Kitchen, Laundry, Main Floor Bedroom, Main Floor Master Bedroom, Master Bathroom, Master Bedroom, Two Masters",Cooling Features: Central Air,Fireplace Features: Fireplace: Y,Heating Features: Central,Heating: Yes,"Breakfast Room Description: Family Kitchen, In Kitchen","Kitchen Features: Granite Counters, Kitchenette, Quartz Counters, Walk-In Pantry",Lighting,"Fencing: Fence YN: Y, Fencing: Brick, Excellent Condition","Patio And Porch Features: Patio YN: Y, Patio And Porch Features: Concrete, Covered, Patio Open",Road Frontage Type: City Street,"Road Surface Type: Maintained, Paved",Pool Features: Association,Builder Model: juniper,"Lot Description: Back Yard, Corner Lot, Front Yard, Landscaped, Lawn, Lot 6500-9999, Level",Lot Size Acres: 0.1899908,Lot Size Source: Assessor,Lot Size Square Feet: 8276,Garage Spaces: 3,Garage Description: Attached,"Parking Features: Parking YN: Y, Parking Features: Direct Garage Access, Driveway, Garage, Garage Faces Front, Garage Door Opener, Side by Side, Tandem Garage",Parking Total: 3,View: View: Y,Association: Yes,"Association Amenities: Pool, Spa/Hot Tub, Call for Rules",Association Fee: 130,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 130,School District: Murrieta,"Community Features: Curbs, Sidewalks",Source Listing Status: Active,County: Riverside,Directions: Corner of Heartland and Fescu,Source Property Type: Single Family Residence,Exclusions: bidet toilet seat in master bath.,Area: SRCAR - Southwest Riverside County,Source Neighborhood: SRCAR - Southwest Riverside County,Parcel Number: 480830001,Postal Code Plus 4: 1110,Source System Name: C2C,Total Square Feet Living: 3571.00,Year Built: 2018,Builder Name: Brookfield,Common Walls: No Common Walls,Construction Materials: Stucco,Foundation Details: Slab,Living Area Source: Assessor,Property Age: 3,Property Condition: Turnkey,Roof: Slate,Levels or Stories: Two,Building Total Stories: 2,House Style: Traditional,Year Built Source: Assessor,Architectural Style: Single Family Residence,Electric: Electricity - On Property,Sewer: Public Sewer,Electricity Connected,Natural Gas Connected,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/5414-Newcastle-Ave-Apt-26_Encino_CA_91316_M19031-04353,425000,"5414 Newcastle Ave Apt 26, Encino, CA 91316",CA 91316,3,2,"1,144",60984,Bedrooms: 3,Bedrooms On Main Level: 3,Total Bathrooms: 2,Full Bathrooms: 2,Bathrooms On Main Level: 2,"Bathroom 1 Features: Bathtub, Shower",Open Floorplan,Flooring: Laminate,Electric Oven,Electric Range,Disposal,Refrigerator,Laundry Features: Common Area,All Bedrooms Down,Exercise Room: Yes,Cooling Features: Central Air,Heating Features: Central,Heating: Yes,Barbecue Private,Lighting,Patio And Porch Features: Patio,Road Frontage Type: City Street,Road Surface Type: Paved,"Pool Features: Community, Fenced, In Ground","Spa Features: Community, Heated, In Ground",Spa: Yes,Lot Size Acres: 1.3991736,Lot Size Source: Assessor,Lot Size Units: Square Feet,Lot Size Square Feet: 60948,Garage Spaces: 2,"Parking Features: Assigned, Tandem Covered",Parking Total: 2,View: Pool,Security Features: Gated Community,Pool,Spa/Hot Tub,Sauna,Barbecue,Outdoor Cooking Area,Gym/Ex Room,Billiard Room,Recreation Room,Insurance,Maintenance Grounds,Trash,Water,Pets Permitted,Controlled Access,"Community Features: Sidewalks, Street Lights",Association: Yes,"Association Amenities: Pool, Spa/Hot Tub, Sauna, Barbecue, Outdoor Cooking Area, Gym/Ex Room, Billiard Room, Recreation Room, Insurance, Maintenance Grounds, Trash, Water, Pets Permitted, Controlled Access",Association Fee: 450,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 450,Association Name: LBPM,Association Phone: 8189811802,School District: Los Angeles Unified,Source Listing Status: Active,County: Los Angeles,"Directions: From 101N exit White Oak Ave, turn left onto White Oak Ave, Right onto Ventura Blvd, Right onto Newcastle Ave, and the destination is on the Right.",Source Property Type: Condominium,Inclusions: All kitchen appliances.,Area: ENC - Encino,Property Subtype: condo,Source Neighborhood: ENC - Encino,Parcel Number: 2162009074,Postal Code Plus 4: 2098,Zoning: LAR3,Management Company: Newcastle Manor,Source System Name: C2C,Total Square Feet Living: 1144.00,Year Built: 1967,"Common Walls: 1 Common Wall, End Unit, No One Below",Living Area Source: Assessor,Living Area Units: Square Feet,Property Age: 54,Property Attached: Yes,Levels or Stories: One,Building Total Stories: 1,Structure Type: Multi Family,Year Built Source: Public Records,Sewer: Public Sewer,Sewer Connected,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/40912-La-Costa-Cir-E_Palm-Desert_CA_92211_M17637-07015,353000,"40912 LA Costa Cir E, Palm Desert, CA 92211",CA 92211,2,2,"1,177",2614,Bedrooms: 2,Total Bathrooms: 2.00,Full Bathrooms: 2,Dishwasher,Disposal,Dryer,Electric Cooktop,Electric Oven,Electric Range,Microwave Oven,Refrigerator,Washer,Laundry Facilities: In Garage,Living Room,Granite Counters,Remodeled,Cooling Features: Central Air,Heating Features: Central,Furnished Description: Furnished,"Flooring: Carpet, Tile","Window Features: Blinds, Vertical Blinds",Spa: No,Lot Size Acres: 0.0600092,Lot Size Square Feet: 2614,Garage Spaces: 2,Garage Description: Attached,"Parking Features: Driveway, Garage Door Opener, On Street",Parking Total: 2,"View: Golf Course, Mountain(s)",Association: Yes,"Association Amenities: Clubhouse, Golf Course, Tennis Courts",Association Fee: 539,Association Fee Frequency: Monthly,"Association Fee Includes: Clubhouse, Security, Trash",Calculated Total Monthly Association Fees: 539,Number of Units: 960,Lease Considered: No,"Community Features: Golf Course Within Development, Pickle Ball Courts",Source Listing Status: Active,County: Riverside,Cross Street: Resorter,Source Property Type: Condominium,Area: 324 - Palm Desert East,Property Subtype: condo,Source Neighborhood: Palm Desert Resort Country Club,Parcel Number: 632200050,Property Location: On Golf Course,Subdivision: Palm Desert Resort Country Club,Source System Name: C2C,Irrigation Source: Sprinkler System,Total Square Feet Living: 1177.00,Year Built: 1981,Foundation Details: Slab,Levels: One,Property Age: 40,Property Condition: Updated/Remodeled,Levels or Stories: 1,Year Built Source: Assessor,"Sewer: In, Connected and Paid",Water Source: Water District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/7-Velasco-Ct_Novato_CA_94949_M27821-56548,775000,"7 Velasco Ct, Novato, CA 94949",CA 94949,3,1.5,"1,480",1498,Bedrooms: 3,Total Bathrooms: 2.00,Full Bathrooms: 1,1/2 Bathrooms: 1,"Main Level Rooms: Dining Room, Garage, Kitchen, Living Room, Partial Bath(s), Street Entrance",Laundry Features: In Garage,Cooling Features: Ceiling Fan(s),Fireplace Features: Fireplace: Living Room,Heating Features: Central,Number of Fireplaces: 1,"Pool Features: Pool: Yes, Pool: Common Facility",Lot Description: Garden,Lot Dimensions Source: Acres,Lot Size Acres: 0.0343893,Lot Size Source: Assessor Auto-Fill,Lot Size Square Feet: 1498,Garage Spaces: 2,"Parking Features: Attached, Garage Door Opener",Parking Total: 2,Association: Yes,"Association Amenities: Park, Pool, Tennis Courts, Trails",Association Fee: 550,Association Fee Frequency: Monthly,"Association Fee Includes: Common Areas, Insurance, Maintenance Exterior, Maintenance Grounds, Roof",Calculated Total Monthly Association Fees: 550,Association Name: HOA Name: Village Marin Meadows,Association Phone: 4156145300,Balcony,Source Listing Status: Active,County: Marin,Cross Street: James Black Circle,"Directions: Alameda del Prado into Pacheco Valle. Stay straight, turn right on James Black Circle, left on Velasco Court.","Disclaimer: Information has not been verified, is not guaranteed, and is subject to change. Copyright Â© 2021 Bay Area Real Estate Information Services, Inc. All rights reserved. Copyright 2021 Rapattoni Corporation. All rights reserved.",Source Property Type: Condominium,Area: Novato,Property Subtype: townhouse,Source Neighborhood: Novato,Parcel Number: 160-491-16,Property Subtype: Residential,Source System Name: C2C,Total Square Feet Living: 1480,Year Built: 1974,Levels: Two,Living Area Source: Assessor Auto-Fill,Property Age: 47,Levels or Stories: 2,Structure Type: Attached,Year Built Source: Assessor Auto-Fill,Sewer: Public Sewer,All Public,Water Source: Water District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/4280-Estrada-Dr_Riverside_CA_92509_M29202-97881,525000,"4280 Estrada Dr, Jurupa Valley, CA 92509",CA 92509,3,2,"1,490",8276,Bedrooms: 3,Bedrooms On Main Level: 3,Total Bathrooms: 2,Full Bathrooms: 2,Bathrooms On Main Level: 2,"Bathroom 1 Features: Soaking Tub, Walk-in shower",High Ceilings,"Flooring: Carpet, Tile","Family Room, Master Suite",Laundry Features: Individual Room,Cooling Features: Central Air,Fireplace Features: Fireplace: Y,Heating Features: Central,Heating: Yes,Breakfast Room Description: Breakfast Counter / Bar,Kitchen Features: Quartz Counters,Pool Features: Private,Pool Private: Yes,Lot Description: Back Yard,Lot Size Acres: 0.1899908,Lot Size Source: Assessor,Lot Size Square Feet: 8276,Road Frontage Type: City Street,Garage Spaces: 2,Garage Description: Attached,"Parking Features: Parking YN: Y, Parking Features: Driveway - Combination",Parking Total: 2,View: View: Y,High School: Rubidoux,School District: Jurupa Unified,Calculated Total Monthly Association Fees: 0,"Community Features: Golf, Mountainous, Sidewalks",Source Listing Status: Active,County: Riverside,"Directions: Golden West Ave., Skylinks Dr. to Estrada Dr.",Source Property Type: Single Family Residence,"Exclusions: some backyard fixtures and furniture, possibly metal standing shelf from garage, outdoor cameras","Inclusions: Tesla Solar Lease Buyer to take over solar lease. Above ground swimming pool and equipment, Property sold As-Is.",Area: 251 - Jurupa Valley,Source Neighborhood: 251 - Jurupa Valley,Parcel Number: 182420013,Source System Name: C2C,Total Square Feet Living: 1490.00,Year Built: 1990,Common Walls: No Common Walls,Living Area Source: Assessor,Property Age: 31,Roof: Tile,Levels or Stories: One,Year Built Source: Assessor,Architectural Style: Single Family Residence,Sewer: Public Sewer,Natural Gas Connected,Water Connected,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/208-E-Plymouth-St-13_Inglewood_CA_90302_M23820-91674,520000,"208 E Plymouth St Unit 13, Inglewood, CA 90302",CA 90302,3,2,"1,158",37461.6,Bedrooms: 3,Bedrooms On Main Level: 1,Total Bathrooms: 2,Full Bathrooms: 2,Bathrooms On Main Level: 1,"Kitchen Appliances: Dishwasher, Gas Oven, Gas Cooktop",Appliances YN: Y,Laundry Features: Inside,Kitchen,Cooling Features: Central Air,Fireplace Features: Fireplace: Y,Heating Features: Central,Heating: Yes,Lot Description: 16-20 Units/Acre,Lot Size Acres: 0.8612,Lot Size Source: Assessor,Lot Size Square Feet: 37516,Garage Spaces: 2,Garage Description: Attached,"Parking Features: Parking YN: Y, Parking Features: Garage - Two Door",Parking Total: 2,Association: Yes,"Association Amenities: Trash, Call for Rules, Management",Association Fee: 257,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 257,School District: Inglewood Unified,Community Features: Sidewalks,Source Listing Status: Active,County: Los Angeles,Directions: Centinela Ave & N Market,Source Property Type: Condominium,Area: 101 - North Inglewood,Property Subtype: condo,Source Neighborhood: 101 - North Inglewood,Parcel Number: 4016010036,Postal Code Plus 4: 2316,Zoning: INP1VV,Source System Name: C2C,Total Square Feet Living: 1158.00,Year Built: 1989,Common Walls: 2+ Common Walls,Entry Level: 1,Entry Location: 1,Living Area Source: Assessor,Property Age: 32,Property Attached: Yes,Levels or Stories: Three Or More,Building Total Stories: 3,Year Built Source: Public Records,Architectural Style: Condominium,Sewer: Public Sewer,Electricity Connected,Natural Gas Connected,Sewer Connected,Water Connected,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/18938-Wells-Dr_Tarzana_CA_91356_M20368-18255,4450000,"18938 Wells Dr, Tarzana, CA 91356",CA 91356,5,7,"5,800",18295.2,Bedrooms: 5,Bedrooms On Main Level: 1,Total Bathrooms: 7,Full Bathrooms: 7,Bathrooms On Main Level: 2,"Home Theatre, Kitchen, Laundry, Library, Living Room, Master Suite, Media Room, Office, Walk-In Closet, Walk-In Pantry, Wine Cellar",Laundry Features: Inside,Cooling Features: Central Air,"Fireplace Features: Guest House, Living Room, Master Bedroom",Heating Features: Central,Heating: Yes,"Pool Features: Private, Filtered, Heated, Waterfall",Pool Private: Yes,Attached Garage: Yes,Garage Spaces: 2,Parking Total: 2,Lot Description: 0-1 Unit/Acre,Lot Size Acres: 0.4204086,Lot Size Source: Assessor,Lot Size Units: Square Feet,Lot Size Square Feet: 18313,View: Hills,School District: Taft Union,Calculated Total Monthly Association Fees: 0,Community Features: Street Lights,Source Listing Status: Active,County: Los Angeles,Directions: Reseda to Wells,Source Property Type: Single Family Residence,Area: TAR - Tarzana,Source Neighborhood: TAR - Tarzana,Parcel Number: 2176010012,Postal Code Plus 4: 4008,Zoning: LARA,Source System Name: C2C,Total Square Feet Living: 5800.00,Year Built: 2019,Common Walls: No Common Walls,Living Area Source: Assessor,Living Area Units: Square Feet,Property Age: 2,Levels or Stories: Two,Structure Type: House,Year Built Source: Public Records,Water Source: Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/35825-Ivy-Ave_Yucaipa_CA_92399_M24795-92771,725000,"35825 Ivy Ave, Yucaipa, CA 92399",CA 92399,3,2,"1,695",40946.4,Bedrooms: 3,Bedrooms On Main Level: 3,Total Bathrooms: 2,Full Bathrooms: 2,Bathrooms On Main Level: 2,"Kitchen, Living Room, Master Bathroom, Master Bedroom, Walk-In Closet",Laundry Features: In Garage,Cooling Features: Central Air,Fireplace Features: Fireplace: Y,"Patio And Porch Features: Patio YN: Y, Patio And Porch Features: Patio Open, Front Porch, Rear Porch",Lot Description: 0-1 Unit/Acre,Lot Size Acres: 0.9403,Lot Size Source: Public Records,Lot Size Square Feet: 40960,Garage Spaces: 2,Garage Description: Attached,Parking Total: 2,View: View: Y,School District: San Bernardino City Unified,Calculated Total Monthly Association Fees: 0,Community Features: Foothills,Source Listing Status: Active,County: San Bernardino,Directions: Ivy Ave above Bryant,Source Property Type: Single Family Residence,Area: 269 - Yucaipa/Calimesa,Source Neighborhood: 269 - Yucaipa/Calimesa,Parcel Number: 0320211270000,Postal Code Plus 4: 3204,Source System Name: C2C,Total Square Feet Living: 1695.00,Year Built: 1963,Common Walls: No Common Walls,Living Area Source: Public Records,Property Age: 58,Levels or Stories: One,House Style: Traditional,Year Built Source: Public Records,Architectural Style: Single Family Residence,Sewer: Conventional Septic,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/62-Shaniko-Cmn_Fremont_CA_94539_M93613-16988,779000,"62 Shaniko Cmn, Fremont, CA 94539",CA 94539,3,2,"1,150",40946.4,Bedrooms: 3,Total Rooms: 5,Dining Area,Total Bathrooms: 2 / 0,Full Bathrooms: 2,Dryer,Washer,Laundry Facilities: In Closet,Counter - Stone,Dishwasher,Garbage Disposal,Range/Oven Free Standing,Updated Kitchen,Heating Features: Forced Air 1 Zone,Garage Spaces: 1,Parking Features: Garage Parking,Yard: Deck(s),Association: Yes,Association Amenities: Greenbelt,Association Fee: 310,Association Fee Frequency: Monthly,"Association Fee Includes: Common Area Maint, Exterior Maintenance, Hazard Insurance, Management Fee, Reserves, Water/Sewer",Calculated Total Monthly Association Fees: 310,Association Name: MISSION TERRACE,Association Phone: 9252498800,Number of Units: 204,"Unit Features: Levels in Unit - 1, Unit Faces Common Area",School District: Fremont (510) 657-2350,Source Listing Status: New,County: Alameda,Cross Street: Warm SpringsBlvd,Directions: Warm Springs Blvd,Source Property Type: Condo,Area: Fremont,Property Subtype: condo,Source Neighborhood: WARM SPRINGS,Subdivision: WARM SPRINGS,Source System Name: C2C,Coming Soon Date: 2021-08-23,Total Square Feet Living: 1150,Year Built: 1987,Property Age: 34,Roof: Tile,Structure Type: RESIDENTIAL,House Style: Contemporary,"Sewer: Sewer System - Public, Water - Public",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
